aadb,2=嗷嗷待哺
cfyl,2=餐风饮露
cgbd,2=才高八斗
cgdj,2=从古到今
cgjp,2=踩过界
cgle,2=错过了
cglv,2=残羹冷炙
cguf,2=残羹剩饭
cgvj,2=从古至今
cgww,2=菜过五味
cgyh,2=挫骨扬灰
chbl,2=残花败柳
chdd,2=采花大盗
chel,2=从何而来
chgr,2=聪慧过人
chhy,2=才华横溢
chit,2=仓皇出逃
chiv,2=才华出众
chji,2=催化剂
chnf,2=错恨难返
chst,2=沧海桑田
chuc,2=仓皇失措
chuq,2=从何说起
chys,2=沧海一粟
chyv,2=沧海遗珠
chyx,2=存乎一心
chzj,2=此话怎讲
cibh,2=此唱彼和
cibq,2=层出不穷
cidf,2=粗茶淡饭
cijj,2=草船借箭
cijy,2=从长计议
ciyk,2=从长远看
cjch,2=曾经沧海
cjcu,2=曾经沧海难为水
cjeg,2=擦肩而过
cjhu,2=曾几何时
cjrh,2=惨绝人寰
cjrl,2=从谏如流
cjrm,2=草菅人命
cjtq,2=从今天起
cjtu,2=从今天开始
cjwh,2=从今往后
cjxk,2=刺激性
cjyh,2=从今以后
cjyx,2=辞旧迎新
cjzy,2=促进作用
cklx,2=摧枯拉朽
ckng,2=才可能
clbi,2=错漏百出
clbt,2=此路不通
clbu,2=从来不
clby,2=从来不用
clca,2=擦了擦
cldj,2=催泪弹
cldm,2=灿烂夺目
clhh,2=灿烂辉煌
clku,2=从零开始
clmy,2=从来没有
clwh,2=藏龙卧虎
clyv,2=错落有致
cmcv,2=聪明才智
cmeu,2=侧目而视
cmfw,2=聪明反被聪明误
cmjb,2=草木皆兵
cmjd,2=聪明绝顶
cmll,2=聪明伶俐
cmqk,2=从目前来看
cmqu,2=催眠曲
cmtq,2=从明天起
cmtu,2=从明天开始
cmum,2=慈眉善目
cmuq,2=才貌双全
cmvy,2=摧眉折腰
cmxl,2=猜枚行令
cmxq,2=财迷心窍
cmyb,2=策马扬鞭
cmyg,2=从没有过
cmyu,2=聪明一世
cmyx,2=草莽英雄
cmyz,2=从没有
cngz,2=才能够
cnyh,2=从那以后
cpdj,2=残篇断简
cpgu,2=擦屁股
cqbf,2=此起彼伏
cqbq,2=残缺不全
cqgr,2=才气过人
cqld,2=藏起来
cqxl,2=猜拳行令
cqyv,2=藏巧于拙
cqzh,2=擦枪走火
crbp,2=从容不迫
crfj,2=催人奋进
crfx,2=灿若繁星
crjy,2=从容就义
crlx,2=催人泪下
crnc,2=凑热闹
cryd,2=从容应对
cscb,2=苍松翠柏
csju,2=财色兼收
cskk,2=沧桑坎坷
csmj,2=才思敏捷
ctbr,2=寸土不让
ctbv,2=寸土必争
ctdw,2=从头到尾
ctej,2=从天而降
ctku,2=从头开始
ctlg,2=从头来过
ctlw,2=藏头露尾
ctsy,2=蹉跎岁月
ctwm,2=粗通文墨
ctzi,2=醋坛子
ctzl,2=从头再来
ctzu,2=苍天在上
cubj,2=措手不及
cucd,2=此时此地
cuck,2=此时此刻
cucu,2=草率从事
cudx,2=从上到下
cugr,2=才识过人
cujc,2=错上加错
cujt,2=蚕食鲸吞
culj,2=错失良机
cuqj,2=厕身其间
curl,2=从善如流
cuvd,2=藏身之地
cuvv,2=从始至终
cuwu,2=此时无声胜有声
cuxq,2=才疏学浅
cuzh,2=次生灾害
cvdy,2=粗枝大叶
cvgj,2=操之过急
cvju,2=财政局
cvlz,2=粗制滥造
cvyl,2=从中渔利
cvyn,2=残渣余孽
cvyv,2=藏着掖着
cvyx,2=粗中有细
cvzg,2=从中作梗
cwbi,2=错误百出
cwdy,2=从无到有
cwjg,2=从未见过
cwjx,2=存亡绝续
cwng,2=藏污纳垢
cwrd,2=惨无人道
cwyg,2=从未有过
cxdd,2=从小到大
cxdy,2=粗心大意
cxfu,2=磁悬浮
cxny,2=藏形匿影
cxql,2=才想起来
cxtx,2=促膝谈心
cxzu,2=从现在开始
cybd,2=苍蝇不叮无缝的蛋
cybj,2=搓衣板
cyby,2=采阴补阳
cycd,2=猜一猜
cydb,2=残垣断壁
cydu,2=参与度
cyev,2=从一而终
cygg,2=财源滚滚
cygj,2=财源广进
cyht,2=财运亨通
cyiy,2=此言差矣
cykn,2=才有可能
cyku,2=从一开始
cylz,2=呲牙咧嘴
cypf,2=村野匹夫
cyuu,2=此一时，彼一时
cyvx,2=恻隐之心
czdw,2=从早到晚
czfz,2=错综复杂
czgj,2=存在感
czjr,2=才子佳人
czjx,2=踩在脚下
czlp,2=错字连篇
cznj,2=藏踪蹑迹
czqj,2=厕足其间
cztd,2=操作台
cztl,2=惨遭屠戮
czxt,2=操作系统
dazu,2=德昂族
dbbp,2=打抱不平
dbcy,2=断壁残垣
dbdc,2=得不到
dbdd,2=得不到的
dbdl,2=大包大揽
dbds,2=动不动
dbdv,2=对不对
dbff,2=大部分
dbfr,2=大部分人
dbgt,2=对簿公堂
dbhu,2=东北虎
dbhv,2=都不会
dbil,2=打不出来
dbiu,2=得不偿失
dbiy,2=大病初愈
dbji,2=等不及
dbjq,2=低不就
dbkd,2=打不开
dbku,2=大败亏输
dbld,2=大不列颠
dbln,2=打不了
dblx,2=大步流星
dbmk,2=道不明
dbml,2=淡泊名利
dbmv,2=淡泊明志
dbnm,2=大半年
dbqi,2=对不起
dbqj,2=调兵遣将
dbrl,2=倒背如流
dbrq,2=大不如前
dbru,2=倒不如
dbrw,2=代表人物
dbry,2=东边日出西边雨
dbth,2=大白天说梦话
dbtm,2=道不同不相为谋
dbts,2=打不通
dbtx,2=独步天下
dbuh,2=对不上号
dbui,2=倒不是
dbuu,2=多不胜数
dbux,2=待办事项
dbvd,2=都不知道
dbvi,2=蛋白质
dbvs,2=打不着狐狸惹身骚
dbvu,2=对不住
dbxj,2=短兵相接
dbxk,2=代表性
dbxl,2=电冰箱
dbxp,2=东奔西跑
dbxz,2=东奔西走
dbyd,2=倒不一定
dbye,2=大半夜
dbyf,2=大饱眼福
dbyi,2=大病一场
dbyk,2=大本营
dbyu,2=独步一时
dbyy,2=都不一样
dbzl,2=蹬鼻子上脸
dbzo,2=代表作
dcdb,2=大慈大悲
dcdy,2=多才多艺
dcjb,2=德才兼备
dcji,2=得寸进尺
dclp,2=打错了算盘
dctc,2=大错特错
dcwv,2=到此为止
dcxy,2=大材小用
dcyr,2=大草原
ddbd,2=当断不断
ddbh,2=多多包涵
ddbl,2=当断不断，反受其乱
ddbr,2=咄咄逼人
ddbt,2=胆大包天
ddbv,2=多多保重
ddbx,2=喋喋不休
ddcc,2=躲躲藏藏
dddd,2=点点滴滴
dddq,2=大敌当前
dddx,2=独断独行
ddff,2=大大方方
ddfh,2=单刀赴会
ddgg,2=大动干戈
ddgu,2=咄咄怪事
ddgv,2=多多关照
ddhb,2=颠倒黑白
ddhe,2=丹顶鹤
ddhf,2=打道回府
ddhl,2=堵得慌
ddhr,2=打得火热
ddhx,2=打电话
ddie,2=电动车
ddix,2=得道成仙
ddjv,2=点到即止
ddkf,2=大刀阔斧
ddll,2=大大咧咧
ddls,2=道德沦丧
ddlw,2=躲得了初一躲不过十五
ddmm,2=弟弟妹妹
ddpc,2=电灯泡
ddqf,2=跌宕起伏
ddqi,2=对得起
ddqk,2=颠倒乾坤
ddqq,2=的的确确
ddrl,2=对答如流
ddss,2=哆哆嗦嗦
dduf,2=颠倒是非
ddur,2=大多数人
dduy,2=地动山摇
ddvf,2=当地政府
ddvj,2=多多指教
ddvk,2=大打折扣
ddvr,2=单刀直入
ddvv,2=兜兜转转
ddvx,2=独断专行
ddwb,2=地大物博
ddwf,2=东帝汶
ddwv,2=点到为止
ddwx,2=当代文学
ddxc,2=东躲西藏
ddxi,2=代代相传
ddxw,2=东倒西歪
ddxx,2=断断续续
ddym,2=独当一面
ddyp,2=倒打一耙
ddyy,2=颠倒阴阳
debf,2=当耳边风
debm,2=第二遍
debx,2=大恩不言谢
deci,2=第二次
dedd,2=大恩大德
dege,2=第二个
dehv,2=大而化之
deld,2=吊儿郎当
dely,2=第二轮
demk,2=第二名
depf,2=当耳旁风
deqr,2=大而全
deta,2=德尔塔
detm,2=第二天
deww,2=淡而无味
deye,2=第二页
deyj,2=第二眼
dfbc,2=电饭煲
dfbl,2=东方不亮西方亮
dfcb,2=大发慈悲
dfdg,2=大富大贵
dfdj,2=巅峰对决
dfdl,2=大风大浪
dfdu,2=大幅度
dfhs,2=东方红
dfhv,2=洞房花烛
dfhy,2=洞房花烛夜
dfjc,2=大放厥词
dflt,2=大发雷霆
dfmm,2=单方面
dfnc,2=豆腐脑
dfpp,2=大腹便便
dfsw,2=答非所问
dfuj,2=打发时间
dfuu,2=大幅上升
dfuv,2=大幅上涨
dfuy,2=大幅上扬
dfva,2=豆腐渣
dfvf,2=地方政府
dfvi,2=豆腐渣工程
dfvj,2=大方之家
dfvv,2=大费周章
dfww,2=大范围
dfxc,2=大幅下挫
dfxd,2=大幅下跌
dfxj,2=大幅下降
dfxk,2=地方性
dfyc,2=大放异彩
dfyf,2=东风压倒西风
dfyw,2=荡妇淫娃
dfzj,2=登峰造极
dfzr,2=道法自然
dfzy,2=毒副作用
dgbf,2=打个比方
dgbv,2=丢官罢职
dgdh,2=打个电话
dgfj,2=大锅饭
dggi,2=大功告成
dggx,2=顶呱呱
dghr,2=打狗还得看主人
dghu,2=电光火石
dgiy,2=胆固醇
dgjy,2=刀光剑影
dglv,2=大概率
dgmo,2=大规模
dgng,2=渡过难关
dgqg,2=得过且过
dgql,2=打官腔
dgrx,2=地广人稀
dgvm,2=达观知命
dgvy,2=帝国主义
dgws,2=大公无私
dgwv,2=德高望重
dgxg,2=达官显贵
dgxu,2=多管闲事
dgyh,2=登高一呼
dgyi,2=道高一尺
dgyv,2=道高一尺，魔高一丈
dgzy,2=打躬作揖
dhbj,2=大惑不解
dhdj,2=大喊大叫
dhdl,2=大红大绿
dhdz,2=大红大紫
dher,2=待会儿
dhgj,2=读后感
dhhh,2=灯火辉煌
dhhm,2=电话号码
dhhu,2=大好河山
dhhy,2=电话会议
dhie,2=打黑除恶
dhjl,2=灯红酒绿
dhjv,2=刁滑奸诈
dhlj,2=德黑兰
dhll,2=大汗淋漓
dhlt,2=大祸临头
dhlv,2=大海捞针
dhqd,2=打虎亲兄弟
dhqu,2=大获全胜
dhrz,2=对号入座
dhso,2=导火索
dhug,2=大好时光
dhuv,2=定海神针
dhxj,2=大呼小叫
dibf,2=低成本
didl,2=大吹大擂
didw,2=大彻大悟
difj,2=大乘佛教
difl,2=大吹法螺
dihj,2=倒春寒
dikx,2=东床快婿
diqj,2=洞察其奸
disy,2=得偿所愿
ditm,2=底朝天
diuf,2=东窗事发
dixc,2=冬虫夏草
dixj,2=雕虫小技
diyp,2=打成一片
diyv,2=达成一致
djbf,2=打击报复
djcw,2=低级错误
djdg,2=对酒当歌
djdq,2=大江东去
djdx,2=东京大学
djeg,2=待价而沽
djff,2=大家风范
djfy,2=刀锯斧钺
djgl,2=大驾光临
djgx,2=大家闺秀
djhy,2=独具慧眼
djjl,2=殚精竭虑
djld,2=当机立断
djlj,2=弹尽粮绝
djnb,2=大江南北
djqw,2=低级趣味
djru,2=堆积如山
djti,2=地久天长
djup,2=担惊受怕
djus,2=大惊失色
djvb,2=点睛之笔
djvm,2=当局者迷
djwv,2=大局为重
djxg,2=大惊小怪
djxm,2=对角线
djxx,2=大街小巷
djyd,2=大局已定
djyg,2=独具一格
djzv,2=当家做主
dkbb,2=大可不必
dkdy,2=大快朵颐
dkdz,2=低开低走
dkfm,2=大开方便之门
dkhu,2=多快好省
dkld,2=大开绿灯
dkle,2=多亏了
dknh,2=豆蔻年华
dkqj,2=丢盔弃甲
dkrx,2=大快人心
dkth,2=打开天窗说亮话
dktx,2=刀口舔血
dkuj,2=大开杀戒
dkvd,2=待客之道
dkwv,2=大块文章
dkxj,2=丢盔卸甲
dkyj,2=大开眼界
dlba,2=得了吧
dlbl,2=的黎波里
dlbr,2=得理不饶人
dlby,2=得来不易
dlcu,2=大老粗
dldd,2=多劳多得
dldf,2=颠鸾倒凤
dldo,2=多伦多
dldq,2=颠来倒去
dldw,2=独来独往
dlet,2=夺路而逃
dlfs,2=独领风骚
dlgj,2=第六感
dlhd,2=雕梁画栋
dlhg,2=度量衡
dlib,2=大路朝天，各走一边
dljx,2=打了鸡血
dljy,2=邓丽君
dlle,2=带来了
dlmb,2=顶礼膜拜
dlmm,2=对立面
dlpg,2=得了便宜还卖乖
dlqf,2=得来全不费工夫
dlqg,2=等量齐观
dlql,2=多了去了
dlqu,2=多了去
dlrf,2=代理人
dlrh,2=地利人和
dlth,2=地老天荒
dlti,2=独联体
dltm,2=大冷天
dltu,2=大浪淘沙
dlui,2=大理石
dlvc,2=栋梁之材
dlvi,2=大力支持
dlvu,2=顶梁柱
dlwu,2=得陇望蜀
dlxi,2=东拉西扯
dlxk,2=独立性
dlxt,2=地理学
dlxv,2=鼎力相助
dlym,2=大老爷们
dlyr,2=大老远
dlzu,2=独龙族
dlzv,2=独立自主
dmar,2=道貌岸然
dmbl,2=独木不成林
dmbm,2=大门不出二门不迈
dmdd,2=大名鼎鼎
dmdy,2=大模大样
dmei,2=夺门而出
dmgl,2=当面鼓对面锣
dmix,2=大梦初醒
dmlg,2=当面锣对面鼓
dmnj,2=多米尼加
dmnk,2=多米尼克
dmnp,2=多米诺骨牌
dmnv,2=独木难支
dmqn,2=独木桥
dmqv,2=到目前为止
dmud,2=多谋善断
dmug,2=当面是人，背后是鬼
dmuy,2=低眉顺眼
dmvy,2=低眉折腰
dmxg,2=等米下锅
dnbd,2=大逆不道
dnbf,2=大难不死，必有后福
dnbs,2=大难不死
dnck,2=顿涅茨克
dndx,2=东南大学
dnhe,2=多瑙河
dniy,2=大年初一
dnlf,2=大难临头各自飞
dnlt,2=大难临头
dnlu,2=对你来说
dntq,2=对牛弹琴
dnxb,2=东南西北
dnyl,2=多年以来
dnzm,2=当牛做马
dpbp,2=颠扑不破
dpll,2=颠沛流离
dpmu,2=大屏幕
dpud,2=打破砂锅问到底
dpwu,2=肚皮舞
dpxc,2=东拼西凑
dpxj,2=独辟蹊径
dpxm,2=地平线
dpxu,2=短篇小说
dpyg,2=得便宜卖乖
dpyj,2=跌破眼镜
dqbr,2=刀枪不入
dqbz,2=底气不足
dqcg,2=大气层
dqdl,2=大起大落
dqhi,2=荡气回肠
dqhx,2=电气化
dqjj,2=刀枪剑戟
dqld,2=躲起来
dqmq,2=打情骂俏
dqpb,2=大气磅礴
dqpl,2=大权旁落
dqpm,2=单枪匹马
dqrc,2=的确如此
dqrk,2=刀枪入库
dqrv,2=大巧若拙
dqsz,2=得其所哉
dquj,2=大千世界
dquz,2=底气十足
dqve,2=当权者
dqwg,2=但求无过
dqwi,2=大器晚成
dqwr,2=敌强我弱
dqxk,2=东瞧西看
dqya,2=大气压
dqzi,2=兜圈子
dqzw,2=大权在握
drbg,2=大人不记小人过
drbl,2=打人不打脸
drbr,2=当仁不让
drdy,2=大仁大义
drgh,2=洞若观火
driv,2=淡然处之
drjg,2=端人家碗，受人家管
drjw,2=待人接物
drkm,2=遁入空门
drmj,2=呆若木鸡
drnm,2=多如牛毛
drrn,2=度日如年
drrr,2=得饶人处且饶人
drsa,2=夺人所爱
drsh,2=夺人所好
drtj,2=电热毯
drtt,2=动如脱兔
drug,2=代人受过
drvm,2=达人知命
drwc,2=荡然无存
drxp,2=动人心魄
drxx,2=动人心弦
drxy,2=丢人现眼
dryd,2=低人一等
dryl,2=大人有大量
dryx,2=淡然一笑
dsge,2=第三个
dsls,2=丢三落四
dsly,2=第三轮
dsmk,2=第三名
dsnr,2=爹死娘嫁人，各人顾各人
dsxs,2=低三下四
dtbd,2=动弹不得
dtbh,2=当头棒喝
dtbj,2=低头不见抬头见
dtby,2=低头不语
dtdh,2=得天独厚
dtdn,2=呆头呆脑
dtfd,2=洞天福地
dtfy,2=党同伐异
dtgv,2=大庭广众
dthu,2=洞庭湖
dthy,2=点头哈腰
dtir,2=打铁趁热
dtld,2=顶天立地
dtlu,2=对他来说
dtqb,2=大提琴
dtru,2=登堂入室
dttd,2=断头台
dttg,2=打退堂鼓
dttu,2=道听途说
dttx,2=刀头舔血
dtue,2=地头蛇
dtus,2=顶头上司
dtvf,2=打头阵
dtxd,2=大体相当
dtxk,2=独特性
dtxm,2=东涂西抹
dtxy,2=大同小异
dtxz,2=大题小作
dtyb,2=当头一棒
dtyu,2=等同于
dubl,2=滴水不漏
dubm,2=多少遍
dubr,2=对事不对人
dubt,2=大事不糊涂
ducb,2=得失参半
dudf,2=大是大非
dudj,2=大手大脚
dudl,2=大树底下好乘凉
dudm,2=丁是丁，卯是卯
dudq,2=嗲声嗲气
dufj,2=大煞风景
duge,2=多少个
duhh,2=刀山火海
duhl,2=大事化小，小事化了
duhx,2=大事化小
duhy,2=大受欢迎
duhz,2=到时候
duij,2=点石成金
duim,2=大水冲了龙王庙
dujh,2=大声疾呼
dukf,2=独守空房
dulm,2=电闪雷鸣
duni,2=迪士尼
dunl,2=多少年来
dunm,2=多少年
dunq,2=多少年前
dupj,2=读书破万卷
dupn,2=打水漂
dupv,2=大事铺张
durf,2=当事人
duru,2=低收入
dusq,2=大势所趋
dusw,2=大失所望
dutd,2=电视台
dutx,2=大赦天下
duvq,2=多事之秋
duwf,2=但说无妨
duwq,2=道是无晴却有晴
duwy,2=多说无益
duxq,2=低声下气
duyd,2=多少有点
duyq,2=大势已去
duyv,2=独树一帜
duyx,2=多少有些
duzn,2=独生子女
duzq,2=东山再起
dvat,2=独占鳌头
dvay,2=斗志昂扬
dvdc,2=都知道
dvdh,2=大智大慧
dvdj,2=动辄得咎
dvdv,2=打着灯笼找不着
dvdy,2=斗智斗勇
dvfr,2=洞中方一日
dvfv,2=大政方针
dvgj,2=对着干
dvhd,2=地中海
dvht,2=大展宏图
dvhu,2=打招呼
dvjg,2=党政机关
dvlz,2=打肿脸充胖子
dvqg,2=大张旗鼓
dvqj,2=洞烛其奸
dvqn,2=等着瞧
dvqy,2=断章取义
dvry,2=大智若愚
dvux,2=斗折蛇行
dvwg,2=敌众我寡
dvwk,2=当之无愧
dvwx,2=得之我幸
dvxj,2=胆战心惊
dvxp,2=大闸蟹
dvxt,2=东征西讨
dvxw,2=东张西望
dvxy,2=对症下药
dvyq,2=动之以情
dvyx,2=大专院校
dwbt,2=大为不同
dwcl,2=断无此理
dwdl,2=独往独来
dwez,2=达斡尔族
dwjp,2=端午节
dwju,2=读万卷书
dwjx,2=帝王将相
dwkz,2=吊胃口
dwle,2=都忘了
dwlu,2=对我来说
dwsr,2=睹物思人
dwuj,2=党委书记
dwvd,2=弹丸之地
dwvj,2=当务之急
dwww,2=大无畏
dwxf,2=弹无虚发
dwyr,2=动物园
dxal,2=大兴安岭
dxbb,2=多行不义必自毙
dxbg,2=打小报告
dxbk,2=大卸八块
dxbm,2=大小便
dxbu,2=大学毕业生
dxby,2=大学毕业
dxdb,2=大喜大悲
dxdc,2=单行道
dxdh,2=涤瑕荡秽
dxer,2=店小二
dxfh,2=东西方
dxfv,2=断线风筝
dxgv,2=胆小鬼
dxgw,2=大喜过望
dxhc,2=低消耗
dxhf,2=旦夕祸福
dxhr,2=都喜欢
dxig,2=大学城
dxjh,2=短小精悍
dxjn,2=妒贤嫉能
dxjt,2=大相径庭
dxju,2=电信局
dxld,2=掉下来
dxmc,2=大熊猫
dxnb,2=东西南北
dxnu,2=倒行逆施
dxpu,2=胆小怕事
dxqd,2=大行其道
dxqj,2=大学期间
dxqu,2=独行其是
dxqy,2=大型企业
dxru,2=胆小如鼠
dxsd,2=大写锁定
dxsi,2=单相思
dxtm,2=大兴土木
dxug,2=大学生
dxui,2=地下室
dxut,2=大显神通
dxuu,2=大显身手
dxuv,2=等闲视之
dxvb,2=等闲之辈
dxvj,2=旦夕之间
dxvp,2=断袖之癖
dxwj,2=定心丸
dxxj,2=带薪休假
dxxk,2=大猩猩
dxxp,2=大小写
dxxy,2=大学校园
dxyh,2=大西洋
dxyu,2=得心应手
dxzu,2=东乡族
dxzv,2=到现在为止
dyba,2=大洋彼岸
dybc,2=大言不惭
dybf,2=东亚病夫
dybl,2=倒也罢了
dybm,2=第一遍
dybu,2=第一步
dyby,2=大有裨益
dycb,2=断垣残壁
dyci,2=第一次
dydb,2=大摇大摆
dydr,2=大鱼大肉
dydy,2=大眼瞪小眼
dydz,2=多有得罪
dyfv,2=打预防针
dyge,2=第一个
dyhe,2=等一会儿
dyih,2=打圆场
dyiy,2=大鱼吃小鱼
dyjh,2=答疑解惑
dyji,2=打印机
dyjj,2=东一句西一句
dyju,2=第一件事
dykw,2=大有可为
dylb,2=东一榔头西一棒
dylr,2=大义凛然
dyls,2=独眼龙
dyly,2=第一轮
dylz,2=东一榔头西一棒子
dymk,2=第一名
dymq,2=大义灭亲
dymu,2=得意门生
dynm,2=第一年
dypp,2=大雨瓢泼
dypt,2=大雨滂沱
dyqi,2=低吟浅唱
dyqq,2=大异其趣
dyqx,2=掉以轻心
dyrc,2=但愿如此
dyrf,2=代言人
dyrz,2=大有人在
dytd,2=钓鱼台
dytj,2=第一桶金
dytm,2=第一天
dytv,2=当一天和尚撞一天钟
dyuu,2=多一事不如少一事
dyuv,2=大意失荆州
dyux,2=德艺双馨
dyvt,2=大雅之堂
dyvv,2=地缘政治
dyvy,2=多云转阴
dyvz,2=得意之作
dywe,2=独一无二
dywx,2=得意忘形
dyxb,2=东摇西摆
dyyd,2=盗亦有道
dyye,2=第一页
dyyh,2=都一样
dyyj,2=第一眼
dyyr,2=电影院
dyyu,2=大隐隐于市
dyyy,2=得意洋洋
dyzi,2=多音字
dyzw,2=大有作为
dzbx,2=胆子不小
dzdc,2=多姿多彩
dzdn,2=多灾多难
dzdu,2=多嘴多舌
dzem,2=抵足而眠
dzfl,2=弟子服其劳
dzgg,2=刁钻古怪
dzgv,2=待字闺中
dzji,2=打字机
dzjs,2=断子绝孙
dzjx,2=达则兼济天下
dzkb,2=刁钻刻薄
dzlg,2=戴罪立功
dzpm,2=动作片
dzql,2=打砸抢
dzsf,2=鼎足三分
dzuw,2=电子商务
dzvh,2=打嘴仗
dzvu,2=鼎足之势
dzwv,2=大做文章
dzyr,2=独自一人
dzyx,2=电子邮箱
dzzx,2=刀子嘴豆腐心
ebee,2=饿不饿
ebfg,2=耳边风
ebhk,2=耳鼻喉科
ebhv,2=而不会
ebhz,2=耳鼻喉
ebjr,2=二八佳人
eble,2=饿扁了
ebng,2=而不能
ebqu,2=而不去
ebsi,2=饿不死
ebsm,2=耳鬓厮磨
ebui,2=而不是
ebwu,2=二百五
ebxp,2=儿不嫌母丑，狗不嫌家贫
ebys,2=而不用
ecmm,2=耳聪目明
edbn,2=儿大不由娘
edjl,2=二等奖
edyj,2=恩断义绝
eeaa,2=恩恩爱爱
eeds,2=鄂尔多斯
eenn,2=厄尔尼诺
efvy,2=二分之一
egbd,2=峨冠博带
egde,2=厄瓜多尔
eger,2=恩格尔
egeu,2=恩格尔系数
egmy,2=恶贯满盈
egqj,2=耳根清净
egtz,2=二锅头
ehbu,2=二话不说
ehhf,2=恶狠狠
ehmu,2=二话没说
ehpu,2=饿虎扑食
ehyb,2=儿化音
ehyi,2=二合一
eiuz,2=二传手
ejdu,2=二季度
ejib,2=恩将仇报
ejvi,2=二进制
eliz,2=鄂伦春族
elsi,2=俄罗斯
elty,2=厄立特里亚
elvn,2=而立之年
elxv,2=二龙戏珠
elzi,2=二流子
emdx,2=鹅毛大雪
emtf,2=阿弥陀佛
emuj,2=峨眉山
emvv,2=恶名昭彰
emyx,2=耳目一新
endz,2=婀娜多姿
eniq,2=儿女成群
enji,2=二年级
enqd,2=儿女情长，英雄气短
enqi,2=儿女情长
epfg,2=耳旁风
epgs,2=阿房宫
ermr,2=耳濡目染
erxv,2=恶人先告状
esdd,2=饿死胆小的
esle,2=饿死了
esmt,2=儿孙满堂
esud,2=饿死事小，失节事大
esui,2=二三十
esux,2=饿死事小
etbf,2=耳听八方
etby,2=儿童不宜
etjp,2=儿童节
etmm,2=耳提面命
etwu,2=耳听为虚，眼见为实
etwx,2=儿童文学
etzz,2=恩同再造
euba,2=二十八
eueq,2=恶声恶气
euer,2=二十二
euiq,2=额手称庆
eujq,2=二十九
eulq,2=二十六
eunx,2=耳熟能详
euqi,2=二十七
eusi,2=二十四
eusj,2=二十三
eusu,2=二十四小时
eusv,2=二十岁
euuj,2=二十世纪
euwu,2=二十五
euyi,2=二十一
euyj,2=二十一世纪
evij,2=二指禅
evru,2=恩重如山
ewbj,2=耳闻不如一见
ewbu,2=恩威并施
ewbv,2=恩威并重
ewit,2=扼腕长叹
ewkz,2=鄂温克族
ewma,2=二维码
ewmd,2=耳闻目睹
ewux,2=耳闻是虚
exdu,2=恶向胆边生
exqy,2=儿行千里母担忧
exxh,2=恶性循环
eyeb,2=恶有恶报
eyff,2=二月份
eyfi,2=阿谀奉承
eyfm,2=恩怨分明
eyfy,2=阿谀逢迎
eyht,2=二氧化碳
eyqi,2=恩怨情仇
eytw,2=二一添作五
eyur,2=恶语伤人
eyvu,2=恶语中伤
eywv,2=尔虞我诈
eyxj,2=恶语相加
ezju,2=恶作剧
fbcv,2=风必摧之
fbdz,2=罚不当罪
fbfj,2=烦不烦
fbgu,2=奋不顾身
fbie,2=法不传六耳
fbiu,2=发不出
fbkd,2=分不开
fblv,2=分辨率
fblx,2=分崩离析
fbmm,2=方便面
fbqk,2=分不清
fbud,2=腹背受敌
fbuf,2=防不胜防
fbui,2=分别是
fbvc,2=犯不着
fbvm,2=方便之门
fbwu,2=反败为胜
fbxi,2=非比寻常
fbxx,2=放不下
fbyj,2=翻白眼
fbzv,2=法不责众
fcbl,2=方寸不乱
fcjb,2=非此即彼
fcle,2=发错了
fcls,2=风餐露宿
fcml,2=服从命令
fcvd,2=方寸之地
fcvv,2=凡此种种
fcyl,2=方寸已乱
fczx,2=父慈子孝
fdbj,2=放荡不羁
fddh,2=反对党
fddt,2=福地洞天
fddu,2=肥嘟嘟
fddx,2=复旦大学
fdgh,2=梵蒂冈
fdgj,2=发达国家
fdij,2=房地产
fdix,2=釜底抽薪
fdji,2=发动机
fdjk,2=放大镜
fdjn,2=佛得角
fdli,2=蜚短流长
fdmb,2=奋斗目标
fdmf,2=防盗门
fdpd,2=反对派
fdpp,2=风度翩翩
fdxx,2=放得下
fdyb,2=分道扬镳
fdyr,2=辅导员
fdyv,2=粉雕玉琢
fefh,2=飞蛾赴火
feml,2=福尔马林
fems,2=福尔摩斯
feph,2=飞蛾扑火
fevv,2=分而治之
ffbb,2=缝缝补补
ffbd,2=凡夫不可语道
ffdc,2=丰富多彩
ffdd,2=疯疯癫癫
ffet,2=泛泛而谈
fffy,2=芬芳馥郁
fffz,2=纷繁复杂
ffgg,2=风风光光
ffhq,2=夫复何求
ffii,2=浮浮沉沉
ffil,2=反腐倡廉
ffrr,2=纷纷扰扰
ffsd,2=非法所得
ffsz,2=凡夫俗子
fftq,2=奋发图强
fftt,2=服服帖帖
ffvx,2=非分之想
ffvy,2=肺腑之言
ffwi,2=反复无常
ffxu,2=奋发向上
ffyy,2=风风雨雨
ffzz,2=贩夫走卒
fgak,2=富贵安康
fgbr,2=富贵逼人
fgby,2=富贵不能淫
fgfl,2=发光发亮
fgiu,2=飞鸽传书
fgju,2=房管局
fgld,2=反过来
fgly,2=浮光掠影
fgrh,2=富贵荣华
fgwj,2=丰功伟绩
fgwt,2=法国梧桐
fgwx,2=风光无限
fgxx,2=反戈相向
fgxy,2=封官许愿
fgyn,2=风光旖旎
fgzj,2=放歌纵酒
fgzt,2=富贵在天
fgzw,2=反躬自问
fgzx,2=反躬自省
fhgu,2=放虎归山
fhjd,2=风华绝代
fhlj,2=繁华落尽
fhlp,2=废话连篇
fhlv,2=峰回路转
