aadb,1=嗷嗷待哺
cfyl,1=餐风饮露
cgbd,1=才高八斗
cgdj,1=从古到今
cgjp,1=踩过界
cgle,1=错过了
cglv,1=残羹冷炙
cguf,1=残羹剩饭
cgvj,1=从古至今
cgww,1=菜过五味
cgyh,1=挫骨扬灰
chbl,1=残花败柳
chdd,1=采花大盗
chel,1=从何而来
chgr,1=聪慧过人
chhy,1=才华横溢
chit,1=仓皇出逃
chiv,1=才华出众
chji,1=催化剂
chnf,1=错恨难返
chst,1=沧海桑田
chuc,1=仓皇失措
chuq,1=从何说起
chys,1=沧海一粟
chyv,1=沧海遗珠
chyx,1=存乎一心
chzj,1=此话怎讲
cibh,1=此唱彼和
cibq,1=层出不穷
cidf,1=粗茶淡饭
cijj,1=草船借箭
cijy,1=从长计议
ciyk,1=从长远看
cjch,1=曾经沧海
cjcu,1=曾经沧海难为水
cjeg,1=擦肩而过
cjhu,1=曾几何时
cjrh,1=惨绝人寰
cjrl,1=从谏如流
cjrm,1=草菅人命
cjtq,1=从今天起
cjtu,1=从今天开始
cjwh,1=从今往后
cjxk,1=刺激性
cjyh,1=从今以后
cjyx,1=辞旧迎新
cjzy,1=促进作用
cklx,1=摧枯拉朽
ckng,1=才可能
clbi,1=错漏百出
clbt,1=此路不通
clbu,1=从来不
clby,1=从来不用
clca,1=擦了擦
cldj,1=催泪弹
cldm,1=灿烂夺目
clhh,1=灿烂辉煌
clku,1=从零开始
clmy,1=从来没有
clwh,1=藏龙卧虎
clyv,1=错落有致
cmcv,1=聪明才智
cmeu,1=侧目而视
cmfw,1=聪明反被聪明误
cmjb,1=草木皆兵
cmjd,1=聪明绝顶
cmll,1=聪明伶俐
cmqk,1=从目前来看
cmqu,1=催眠曲
cmtq,1=从明天起
cmtu,1=从明天开始
cmum,1=慈眉善目
cmuq,1=才貌双全
cmvy,1=摧眉折腰
cmxl,1=猜枚行令
cmxq,1=财迷心窍
cmyb,1=策马扬鞭
cmyg,1=从没有过
cmyu,1=聪明一世
cmyx,1=草莽英雄
cmyz,1=从没有
cngz,1=才能够
cnyh,1=从那以后
cpdj,1=残篇断简
cpgu,1=擦屁股
cqbf,1=此起彼伏
cqbq,1=残缺不全
cqgr,1=才气过人
cqld,1=藏起来
cqxl,1=猜拳行令
cqyv,1=藏巧于拙
cqzh,1=擦枪走火
crbp,1=从容不迫
crfj,1=催人奋进
crfx,1=灿若繁星
crjy,1=从容就义
crlx,1=催人泪下
crnc,1=凑热闹
cryd,1=从容应对
cscb,1=苍松翠柏
csju,1=财色兼收
cskk,1=沧桑坎坷
csmj,1=才思敏捷
ctbr,1=寸土不让
ctbv,1=寸土必争
ctdw,1=从头到尾
ctej,1=从天而降
ctku,1=从头开始
ctlg,1=从头来过
ctlw,1=藏头露尾
ctsy,1=蹉跎岁月
ctwm,1=粗通文墨
ctzi,1=醋坛子
ctzl,1=从头再来
ctzu,1=苍天在上
cubj,1=措手不及
cucd,1=此时此地
cuck,1=此时此刻
cucu,1=草率从事
cudx,1=从上到下
cugr,1=才识过人
cujc,1=错上加错
cujt,1=蚕食鲸吞
culj,1=错失良机
cuqj,1=厕身其间
curl,1=从善如流
cuvd,1=藏身之地
cuvv,1=从始至终
cuwu,1=此时无声胜有声
cuxq,1=才疏学浅
cuzh,1=次生灾害
cvdy,1=粗枝大叶
cvgj,1=操之过急
cvju,1=财政局
cvlz,1=粗制滥造
cvyl,1=从中渔利
cvyn,1=残渣余孽
cvyv,1=藏着掖着
cvyx,1=粗中有细
cvzg,1=从中作梗
cwbi,1=错误百出
cwdy,1=从无到有
cwjg,1=从未见过
cwjx,1=存亡绝续
cwng,1=藏污纳垢
cwrd,1=惨无人道
cwyg,1=从未有过
cxdd,1=从小到大
cxdy,1=粗心大意
cxfu,1=磁悬浮
cxny,1=藏形匿影
cxql,1=才想起来
cxtx,1=促膝谈心
cxzu,1=从现在开始
cybd,1=苍蝇不叮无缝的蛋
cybj,1=搓衣板
cyby,1=采阴补阳
cycd,1=猜一猜
cydb,1=残垣断壁
cydu,1=参与度
cyev,1=从一而终
cygg,1=财源滚滚
cygj,1=财源广进
cyht,1=财运亨通
cyiy,1=此言差矣
cykn,1=才有可能
cyku,1=从一开始
cylz,1=呲牙咧嘴
cypf,1=村野匹夫
cyuu,1=此一时，彼一时
cyvx,1=恻隐之心
czdw,1=从早到晚
czfz,1=错综复杂
czgj,1=存在感
czjr,1=才子佳人
czjx,1=踩在脚下
czlp,1=错字连篇
cznj,1=藏踪蹑迹
czqj,1=厕足其间
cztd,1=操作台
cztl,1=惨遭屠戮
czxt,1=操作系统
dazu,1=德昂族
dbbp,1=打抱不平
dbcy,1=断壁残垣
dbdc,1=得不到
dbdd,1=得不到的
dbdl,1=大包大揽
dbds,1=动不动
dbdv,1=对不对
dbff,1=大部分
dbfr,1=大部分人
dbgt,1=对簿公堂
dbhu,1=东北虎
dbhv,1=都不会
dbil,1=打不出来
dbiu,1=得不偿失
dbiy,1=大病初愈
dbji,1=等不及
dbjq,1=低不就
dbkd,1=打不开
dbku,1=大败亏输
dbld,1=大不列颠
dbln,1=打不了
dblx,1=大步流星
dbmk,1=道不明
dbml,1=淡泊名利
dbmv,1=淡泊明志
dbnm,1=大半年
dbqi,1=对不起
dbqj,1=调兵遣将
dbrl,1=倒背如流
dbrq,1=大不如前
dbru,1=倒不如
dbrw,1=代表人物
dbry,1=东边日出西边雨
dbth,1=大白天说梦话
dbtm,1=道不同不相为谋
dbts,1=打不通
dbtx,1=独步天下
dbuh,1=对不上号
dbui,1=倒不是
dbuu,1=多不胜数
dbux,1=待办事项
dbvd,1=都不知道
dbvi,1=蛋白质
dbvs,1=打不着狐狸惹身骚
dbvu,1=对不住
dbxj,1=短兵相接
dbxk,1=代表性
dbxl,1=电冰箱
dbxp,1=东奔西跑
dbxz,1=东奔西走
dbyd,1=倒不一定
dbye,1=大半夜
dbyf,1=大饱眼福
dbyi,1=大病一场
dbyk,1=大本营
dbyu,1=独步一时
dbyy,1=都不一样
dbzl,1=蹬鼻子上脸
dbzo,1=代表作
dcdb,1=大慈大悲
dcdy,1=多才多艺
dcjb,1=德才兼备
dcji,1=得寸进尺
dclp,1=打错了算盘
dctc,1=大错特错
dcwv,1=到此为止
dcxy,1=大材小用
dcyr,1=大草原
ddbd,1=当断不断
ddbh,1=多多包涵
ddbl,1=当断不断，反受其乱
ddbr,1=咄咄逼人
ddbt,1=胆大包天
ddbv,1=多多保重
ddbx,1=喋喋不休
ddcc,1=躲躲藏藏
dddd,1=点点滴滴
dddq,1=大敌当前
dddx,1=独断独行
ddff,1=大大方方
ddfh,1=单刀赴会
ddgg,1=大动干戈
ddgu,1=咄咄怪事
ddgv,1=多多关照
ddhb,1=颠倒黑白
ddhe,1=丹顶鹤
ddhf,1=打道回府
ddhl,1=堵得慌
ddhr,1=打得火热
ddhx,1=打电话
ddie,1=电动车
ddix,1=得道成仙
ddjv,1=点到即止
ddkf,1=大刀阔斧
ddll,1=大大咧咧
ddls,1=道德沦丧
ddlw,1=躲得了初一躲不过十五
ddmm,1=弟弟妹妹
ddpc,1=电灯泡
ddqf,1=跌宕起伏
ddqi,1=对得起
ddqk,1=颠倒乾坤
ddqq,1=的的确确
ddrl,1=对答如流
ddss,1=哆哆嗦嗦
dduf,1=颠倒是非
ddur,1=大多数人
dduy,1=地动山摇
ddvf,1=当地政府
ddvj,1=多多指教
ddvk,1=大打折扣
ddvr,1=单刀直入
ddvv,1=兜兜转转
ddvx,1=独断专行
ddwb,1=地大物博
ddwf,1=东帝汶
ddwv,1=点到为止
ddwx,1=当代文学
ddxc,1=东躲西藏
ddxi,1=代代相传
ddxw,1=东倒西歪
ddxx,1=断断续续
ddym,1=独当一面
ddyp,1=倒打一耙
ddyy,1=颠倒阴阳
debf,1=当耳边风
debm,1=第二遍
debx,1=大恩不言谢
deci,1=第二次
dedd,1=大恩大德
dege,1=第二个
dehv,1=大而化之
deld,1=吊儿郎当
dely,1=第二轮
demk,1=第二名
depf,1=当耳旁风
deqr,1=大而全
deta,1=德尔塔
detm,1=第二天
deww,1=淡而无味
deye,1=第二页
deyj,1=第二眼
dfbc,1=电饭煲
dfbl,1=东方不亮西方亮
dfcb,1=大发慈悲
dfdg,1=大富大贵
dfdj,1=巅峰对决
dfdl,1=大风大浪
dfdu,1=大幅度
dfhs,1=东方红
dfhv,1=洞房花烛
dfhy,1=洞房花烛夜
dfjc,1=大放厥词
dflt,1=大发雷霆
dfmm,1=单方面
dfnc,1=豆腐脑
dfpp,1=大腹便便
dfsw,1=答非所问
dfuj,1=打发时间
dfuu,1=大幅上升
dfuv,1=大幅上涨
dfuy,1=大幅上扬
dfva,1=豆腐渣
dfvf,1=地方政府
dfvi,1=豆腐渣工程
dfvj,1=大方之家
dfvv,1=大费周章
dfww,1=大范围
dfxc,1=大幅下挫
dfxd,1=大幅下跌
dfxj,1=大幅下降
dfxk,1=地方性
dfyc,1=大放异彩
dfyf,1=东风压倒西风
dfyw,1=荡妇淫娃
dfzj,1=登峰造极
dfzr,1=道法自然
dfzy,1=毒副作用
dgbf,1=打个比方
dgbv,1=丢官罢职
dgdh,1=打个电话
dgfj,1=大锅饭
dggi,1=大功告成
dggx,1=顶呱呱
dghr,1=打狗还得看主人
dghu,1=电光火石
dgiy,1=胆固醇
dgjy,1=刀光剑影
dglv,1=大概率
dgmo,1=大规模
dgng,1=渡过难关
dgqg,1=得过且过
dgql,1=打官腔
dgrx,1=地广人稀
dgvm,1=达观知命
dgvy,1=帝国主义
dgws,1=大公无私
dgwv,1=德高望重
dgxg,1=达官显贵
dgxu,1=多管闲事
dgyh,1=登高一呼
dgyi,1=道高一尺
dgyv,1=道高一尺，魔高一丈
dgzy,1=打躬作揖
dhbj,1=大惑不解
dhdj,1=大喊大叫
dhdl,1=大红大绿
dhdz,1=大红大紫
dher,1=待会儿
dhgj,1=读后感
dhhh,1=灯火辉煌
dhhm,1=电话号码
dhhu,1=大好河山
dhhy,1=电话会议
dhie,1=打黑除恶
dhjl,1=灯红酒绿
dhjv,1=刁滑奸诈
dhlj,1=德黑兰
dhll,1=大汗淋漓
dhlt,1=大祸临头
dhlv,1=大海捞针
dhqd,1=打虎亲兄弟
dhqu,1=大获全胜
dhrz,1=对号入座
dhso,1=导火索
dhug,1=大好时光
dhuv,1=定海神针
dhxj,1=大呼小叫
dibf,1=低成本
didl,1=大吹大擂
didw,1=大彻大悟
difj,1=大乘佛教
difl,1=大吹法螺
dihj,1=倒春寒
dikx,1=东床快婿
diqj,1=洞察其奸
disy,1=得偿所愿
ditm,1=底朝天
diuf,1=东窗事发
dixc,1=冬虫夏草
dixj,1=雕虫小技
diyp,1=打成一片
diyv,1=达成一致
djbf,1=打击报复
djcw,1=低级错误
djdg,1=对酒当歌
djdq,1=大江东去
djdx,1=东京大学
djeg,1=待价而沽
djff,1=大家风范
djfy,1=刀锯斧钺
djgl,1=大驾光临
djgx,1=大家闺秀
djhy,1=独具慧眼
djjl,1=殚精竭虑
djld,1=当机立断
djlj,1=弹尽粮绝
djnb,1=大江南北
djqw,1=低级趣味
djru,1=堆积如山
djti,1=地久天长
djup,1=担惊受怕
djus,1=大惊失色
djvb,1=点睛之笔
djvm,1=当局者迷
djwv,1=大局为重
djxg,1=大惊小怪
djxm,1=对角线
djxx,1=大街小巷
djyd,1=大局已定
djyg,1=独具一格
djzv,1=当家做主
dkbb,1=大可不必
dkdy,1=大快朵颐
dkdz,1=低开低走
dkfm,1=大开方便之门
dkhu,1=多快好省
dkld,1=大开绿灯
dkle,1=多亏了
dknh,1=豆蔻年华
dkqj,1=丢盔弃甲
dkrx,1=大快人心
dkth,1=打开天窗说亮话
dktx,1=刀口舔血
dkuj,1=大开杀戒
dkvd,1=待客之道
dkwv,1=大块文章
dkxj,1=丢盔卸甲
dkyj,1=大开眼界
dlba,1=得了吧
dlbl,1=的黎波里
dlbr,1=得理不饶人
dlby,1=得来不易
dlcu,1=大老粗
dldd,1=多劳多得
dldf,1=颠鸾倒凤
dldo,1=多伦多
dldq,1=颠来倒去
dldw,1=独来独往
dlet,1=夺路而逃
dlfs,1=独领风骚
dlgj,1=第六感
dlhd,1=雕梁画栋
dlhg,1=度量衡
dlib,1=大路朝天，各走一边
dljx,1=打了鸡血
dljy,1=邓丽君
dlle,1=带来了
dlmb,1=顶礼膜拜
dlmm,1=对立面
dlpg,1=得了便宜还卖乖
dlqf,1=得来全不费工夫
dlqg,1=等量齐观
dlql,1=多了去了
dlqu,1=多了去
dlrf,1=代理人
dlrh,1=地利人和
dlth,1=地老天荒
dlti,1=独联体
dltm,1=大冷天
dltu,1=大浪淘沙
dlui,1=大理石
dlvc,1=栋梁之材
dlvi,1=大力支持
dlvu,1=顶梁柱
dlwu,1=得陇望蜀
dlxi,1=东拉西扯
dlxk,1=独立性
dlxt,1=地理学
dlxv,1=鼎力相助
dlym,1=大老爷们
dlyr,1=大老远
dlzu,1=独龙族
dlzv,1=独立自主
dmar,1=道貌岸然
dmbl,1=独木不成林
dmbm,1=大门不出二门不迈
dmdd,1=大名鼎鼎
dmdy,1=大模大样
dmei,1=夺门而出
dmgl,1=当面鼓对面锣
dmix,1=大梦初醒
dmlg,1=当面锣对面鼓
dmnj,1=多米尼加
dmnk,1=多米尼克
dmnp,1=多米诺骨牌
dmnv,1=独木难支
dmqn,1=独木桥
dmqv,1=到目前为止
dmud,1=多谋善断
dmug,1=当面是人，背后是鬼
dmuy,1=低眉顺眼
dmvy,1=低眉折腰
dmxg,1=等米下锅
dnbd,1=大逆不道
dnbf,1=大难不死，必有后福
dnbs,1=大难不死
dnck,1=顿涅茨克
dndx,1=东南大学
dnhe,1=多瑙河
dniy,1=大年初一
dnlf,1=大难临头各自飞
dnlt,1=大难临头
dnlu,1=对你来说
dntq,1=对牛弹琴
dnxb,1=东南西北
dnyl,1=多年以来
dnzm,1=当牛做马
dpbp,1=颠扑不破
dpll,1=颠沛流离
dpmu,1=大屏幕
dpud,1=打破砂锅问到底
dpwu,1=肚皮舞
dpxc,1=东拼西凑
dpxj,1=独辟蹊径
dpxm,1=地平线
dpxu,1=短篇小说
dpyg,1=得便宜卖乖
dpyj,1=跌破眼镜
dqbr,1=刀枪不入
dqbz,1=底气不足
dqcg,1=大气层
dqdl,1=大起大落
dqhi,1=荡气回肠
dqhx,1=电气化
dqjj,1=刀枪剑戟
dqld,1=躲起来
dqmq,1=打情骂俏
dqpb,1=大气磅礴
dqpl,1=大权旁落
dqpm,1=单枪匹马
dqrc,1=的确如此
dqrk,1=刀枪入库
dqrv,1=大巧若拙
dqsz,1=得其所哉
dquj,1=大千世界
dquz,1=底气十足
dqve,1=当权者
dqwg,1=但求无过
dqwi,1=大器晚成
dqwr,1=敌强我弱
dqxk,1=东瞧西看
dqya,1=大气压
dqzi,1=兜圈子
dqzw,1=大权在握
drbg,1=大人不记小人过
drbl,1=打人不打脸
drbr,1=当仁不让
drdy,1=大仁大义
drgh,1=洞若观火
driv,1=淡然处之
drjg,1=端人家碗，受人家管
drjw,1=待人接物
drkm,1=遁入空门
drmj,1=呆若木鸡
drnm,1=多如牛毛
drrn,1=度日如年
drrr,1=得饶人处且饶人
drsa,1=夺人所爱
drsh,1=夺人所好
drtj,1=电热毯
drtt,1=动如脱兔
drug,1=代人受过
drvm,1=达人知命
drwc,1=荡然无存
drxp,1=动人心魄
drxx,1=动人心弦
drxy,1=丢人现眼
dryd,1=低人一等
dryl,1=大人有大量
dryx,1=淡然一笑
dsge,1=第三个
dsls,1=丢三落四
dsly,1=第三轮
dsmk,1=第三名
dsnr,1=爹死娘嫁人，各人顾各人
dsxs,1=低三下四
dtbd,1=动弹不得
dtbh,1=当头棒喝
dtbj,1=低头不见抬头见
dtby,1=低头不语
dtdh,1=得天独厚
dtdn,1=呆头呆脑
dtfd,1=洞天福地
dtfy,1=党同伐异
dtgv,1=大庭广众
dthu,1=洞庭湖
dthy,1=点头哈腰
dtir,1=打铁趁热
dtld,1=顶天立地
dtlu,1=对他来说
dtqb,1=大提琴
dtru,1=登堂入室
dttd,1=断头台
dttg,1=打退堂鼓
dttu,1=道听途说
dttx,1=刀头舔血
dtue,1=地头蛇
dtus,1=顶头上司
dtvf,1=打头阵
dtxd,1=大体相当
dtxk,1=独特性
dtxm,1=东涂西抹
dtxy,1=大同小异
dtxz,1=大题小作
dtyb,1=当头一棒
dtyu,1=等同于
dubl,1=滴水不漏
dubm,1=多少遍
dubr,1=对事不对人
dubt,1=大事不糊涂
ducb,1=得失参半
dudf,1=大是大非
dudj,1=大手大脚
dudl,1=大树底下好乘凉
dudm,1=丁是丁，卯是卯
dudq,1=嗲声嗲气
dufj,1=大煞风景
duge,1=多少个
duhh,1=刀山火海
duhl,1=大事化小，小事化了
duhx,1=大事化小
duhy,1=大受欢迎
duhz,1=到时候
duij,1=点石成金
duim,1=大水冲了龙王庙
dujh,1=大声疾呼
dukf,1=独守空房
dulm,1=电闪雷鸣
duni,1=迪士尼
dunl,1=多少年来
dunm,1=多少年
dunq,1=多少年前
dupj,1=读书破万卷
dupn,1=打水漂
dupv,1=大事铺张
durf,1=当事人
duru,1=低收入
dusq,1=大势所趋
dusw,1=大失所望
dutd,1=电视台
dutx,1=大赦天下
duvq,1=多事之秋
duwf,1=但说无妨
duwq,1=道是无晴却有晴
duwy,1=多说无益
duxq,1=低声下气
duyd,1=多少有点
duyq,1=大势已去
duyv,1=独树一帜
duyx,1=多少有些
duzn,1=独生子女
duzq,1=东山再起
dvat,1=独占鳌头
dvay,1=斗志昂扬
dvdc,1=都知道
dvdh,1=大智大慧
dvdj,1=动辄得咎
dvdv,1=打着灯笼找不着
dvdy,1=斗智斗勇
dvfr,1=洞中方一日
dvfv,1=大政方针
dvgj,1=对着干
dvhd,1=地中海
dvht,1=大展宏图
dvhu,1=打招呼
dvjg,1=党政机关
dvlz,1=打肿脸充胖子
dvqg,1=大张旗鼓
dvqj,1=洞烛其奸
dvqn,1=等着瞧
dvqy,1=断章取义
dvry,1=大智若愚
dvux,1=斗折蛇行
dvwg,1=敌众我寡
dvwk,1=当之无愧
dvwx,1=得之我幸
dvxj,1=胆战心惊
dvxp,1=大闸蟹
dvxt,1=东征西讨
dvxw,1=东张西望
dvxy,1=对症下药
dvyq,1=动之以情
dvyx,1=大专院校
dwbt,1=大为不同
dwcl,1=断无此理
dwdl,1=独往独来
dwez,1=达斡尔族
dwjp,1=端午节
dwju,1=读万卷书
dwjx,1=帝王将相
dwkz,1=吊胃口
dwle,1=都忘了
dwlu,1=对我来说
dwsr,1=睹物思人
dwuj,1=党委书记
dwvd,1=弹丸之地
dwvj,1=当务之急
dwww,1=大无畏
dwxf,1=弹无虚发
dwyr,1=动物园
dxal,1=大兴安岭
dxbb,1=多行不义必自毙
dxbg,1=打小报告
dxbk,1=大卸八块
dxbm,1=大小便
dxbu,1=大学毕业生
dxby,1=大学毕业
dxdb,1=大喜大悲
dxdc,1=单行道
dxdh,1=涤瑕荡秽
dxer,1=店小二
dxfh,1=东西方
dxfv,1=断线风筝
dxgv,1=胆小鬼
dxgw,1=大喜过望
dxhc,1=低消耗
dxhf,1=旦夕祸福
dxhr,1=都喜欢
dxig,1=大学城
dxjh,1=短小精悍
dxjn,1=妒贤嫉能
dxjt,1=大相径庭
dxju,1=电信局
dxld,1=掉下来
dxmc,1=大熊猫
dxnb,1=东西南北
dxnu,1=倒行逆施
dxpu,1=胆小怕事
dxqd,1=大行其道
dxqj,1=大学期间
dxqu,1=独行其是
dxqy,1=大型企业
dxru,1=胆小如鼠
dxsd,1=大写锁定
dxsi,1=单相思
dxtm,1=大兴土木
dxug,1=大学生
dxui,1=地下室
dxut,1=大显神通
dxuu,1=大显身手
dxuv,1=等闲视之
dxvb,1=等闲之辈
dxvj,1=旦夕之间
dxvp,1=断袖之癖
dxwj,1=定心丸
dxxj,1=带薪休假
dxxk,1=大猩猩
dxxp,1=大小写
dxxy,1=大学校园
dxyh,1=大西洋
dxyu,1=得心应手
dxzu,1=东乡族
dxzv,1=到现在为止
dyba,1=大洋彼岸
dybc,1=大言不惭
dybf,1=东亚病夫
dybl,1=倒也罢了
dybm,1=第一遍
dybu,1=第一步
dyby,1=大有裨益
dycb,1=断垣残壁
dyci,1=第一次
dydb,1=大摇大摆
dydr,1=大鱼大肉
dydy,1=大眼瞪小眼
dydz,1=多有得罪
dyfv,1=打预防针
dyge,1=第一个
dyhe,1=等一会儿
dyih,1=打圆场
dyiy,1=大鱼吃小鱼
dyjh,1=答疑解惑
dyji,1=打印机
dyjj,1=东一句西一句
dyju,1=第一件事
dykw,1=大有可为
dylb,1=东一榔头西一棒
dylr,1=大义凛然
dyls,1=独眼龙
dyly,1=第一轮
dylz,1=东一榔头西一棒子
dymk,1=第一名
dymq,1=大义灭亲
dymu,1=得意门生
dynm,1=第一年
dypp,1=大雨瓢泼
dypt,1=大雨滂沱
dyqi,1=低吟浅唱
dyqq,1=大异其趣
dyqx,1=掉以轻心
dyrc,1=但愿如此
dyrf,1=代言人
dyrz,1=大有人在
dytd,1=钓鱼台
dytj,1=第一桶金
dytm,1=第一天
dytv,1=当一天和尚撞一天钟
dyuu,1=多一事不如少一事
dyuv,1=大意失荆州
dyux,1=德艺双馨
dyvt,1=大雅之堂
dyvv,1=地缘政治
dyvy,1=多云转阴
dyvz,1=得意之作
dywe,1=独一无二
dywx,1=得意忘形
dyxb,1=东摇西摆
dyyd,1=盗亦有道
dyye,1=第一页
dyyh,1=都一样
dyyj,1=第一眼
dyyr,1=电影院
dyyu,1=大隐隐于市
dyyy,1=得意洋洋
dyzi,1=多音字
dyzw,1=大有作为
dzbx,1=胆子不小
dzdc,1=多姿多彩
dzdn,1=多灾多难
dzdu,1=多嘴多舌
dzem,1=抵足而眠
dzfl,1=弟子服其劳
dzgg,1=刁钻古怪
dzgv,1=待字闺中
dzji,1=打字机
dzjs,1=断子绝孙
dzjx,1=达则兼济天下
dzkb,1=刁钻刻薄
dzlg,1=戴罪立功
dzpm,1=动作片
dzql,1=打砸抢
dzsf,1=鼎足三分
dzuw,1=电子商务
dzvh,1=打嘴仗
dzvu,1=鼎足之势
dzwv,1=大做文章
dzyr,1=独自一人
dzyx,1=电子邮箱
dzzx,1=刀子嘴豆腐心
ebee,1=饿不饿
ebfg,1=耳边风
ebhk,1=耳鼻喉科
ebhv,1=而不会
ebhz,1=耳鼻喉
ebjr,1=二八佳人
eble,1=饿扁了
ebng,1=而不能
ebqu,1=而不去
ebsi,1=饿不死
ebsm,1=耳鬓厮磨
ebui,1=而不是
ebwu,1=二百五
ebxp,1=儿不嫌母丑，狗不嫌家贫
ebys,1=而不用
ecmm,1=耳聪目明
edbn,1=儿大不由娘
edjl,1=二等奖
edyj,1=恩断义绝
eeaa,1=恩恩爱爱
eeds,1=鄂尔多斯
eenn,1=厄尔尼诺
efvy,1=二分之一
egbd,1=峨冠博带
egde,1=厄瓜多尔
eger,1=恩格尔
egeu,1=恩格尔系数
egmy,1=恶贯满盈
egqj,1=耳根清净
egtz,1=二锅头
ehbu,1=二话不说
ehhf,1=恶狠狠
ehmu,1=二话没说
ehpu,1=饿虎扑食
ehyb,1=儿化音
ehyi,1=二合一
eiuz,1=二传手
ejdu,1=二季度
ejib,1=恩将仇报
ejvi,1=二进制
eliz,1=鄂伦春族
elsi,1=俄罗斯
elty,1=厄立特里亚
elvn,1=而立之年
elxv,1=二龙戏珠
elzi,1=二流子
emdx,1=鹅毛大雪
emtf,1=阿弥陀佛
emuj,1=峨眉山
emvv,1=恶名昭彰
emyx,1=耳目一新
endz,1=婀娜多姿
eniq,1=儿女成群
enji,1=二年级
enqd,1=儿女情长，英雄气短
enqi,1=儿女情长
epfg,1=耳旁风
epgs,1=阿房宫
ermr,1=耳濡目染
erxv,1=恶人先告状
esdd,1=饿死胆小的
esle,1=饿死了
esmt,1=儿孙满堂
esud,1=饿死事小，失节事大
esui,1=二三十
esux,1=饿死事小
etbf,1=耳听八方
etby,1=儿童不宜
etjp,1=儿童节
etmm,1=耳提面命
etwu,1=耳听为虚，眼见为实
etwx,1=儿童文学
etzz,1=恩同再造
euba,1=二十八
eueq,1=恶声恶气
euer,1=二十二
euiq,1=额手称庆
eujq,1=二十九
eulq,1=二十六
eunx,1=耳熟能详
euqi,1=二十七
eusi,1=二十四
eusj,1=二十三
eusu,1=二十四小时
eusv,1=二十岁
euuj,1=二十世纪
euwu,1=二十五
euyi,1=二十一
euyj,1=二十一世纪
evij,1=二指禅
evru,1=恩重如山
ewbj,1=耳闻不如一见
ewbu,1=恩威并施
ewbv,1=恩威并重
ewit,1=扼腕长叹
ewkz,1=鄂温克族
ewma,1=二维码
ewmd,1=耳闻目睹
ewux,1=耳闻是虚
exdu,1=恶向胆边生
exqy,1=儿行千里母担忧
exxh,1=恶性循环
eyeb,1=恶有恶报
eyff,1=二月份
eyfi,1=阿谀奉承
eyfm,1=恩怨分明
eyfy,1=阿谀逢迎
eyht,1=二氧化碳
eyqi,1=恩怨情仇
eytw,1=二一添作五
eyur,1=恶语伤人
eyvu,1=恶语中伤
eywv,1=尔虞我诈
eyxj,1=恶语相加
ezju,1=恶作剧
fbcv,1=风必摧之
fbdz,1=罚不当罪
fbfj,1=烦不烦
fbgu,1=奋不顾身
fbie,1=法不传六耳
fbiu,1=发不出
fbkd,1=分不开
fblv,1=分辨率
fblx,1=分崩离析
fbmm,1=方便面
fbqk,1=分不清
fbud,1=腹背受敌
fbuf,1=防不胜防
fbui,1=分别是
fbvc,1=犯不着
fbvm,1=方便之门
fbwu,1=反败为胜
fbxi,1=非比寻常
fbxx,1=放不下
fbyj,1=翻白眼
fbzv,1=法不责众
fcbl,1=方寸不乱
fcjb,1=非此即彼
fcle,1=发错了
fcls,1=风餐露宿
fcml,1=服从命令
fcvd,1=方寸之地
fcvv,1=凡此种种
fcyl,1=方寸已乱
fczx,1=父慈子孝
fdbj,1=放荡不羁
fddh,1=反对党
fddt,1=福地洞天
fddu,1=肥嘟嘟
fddx,1=复旦大学
fdgh,1=梵蒂冈
fdgj,1=发达国家
fdij,1=房地产
fdix,1=釜底抽薪
fdji,1=发动机
fdjk,1=放大镜
fdjn,1=佛得角
fdli,1=蜚短流长
fdmb,1=奋斗目标
fdmf,1=防盗门
fdpd,1=反对派
fdpp,1=风度翩翩
fdxx,1=放得下
fdyb,1=分道扬镳
fdyr,1=辅导员
fdyv,1=粉雕玉琢
fefh,1=飞蛾赴火
feml,1=福尔马林
fems,1=福尔摩斯
feph,1=飞蛾扑火
fevv,1=分而治之
ffbb,1=缝缝补补
ffbd,1=凡夫不可语道
ffdc,1=丰富多彩
ffdd,1=疯疯癫癫
ffet,1=泛泛而谈
fffy,1=芬芳馥郁
fffz,1=纷繁复杂
ffgg,1=风风光光
ffhq,1=夫复何求
ffii,1=浮浮沉沉
ffil,1=反腐倡廉
ffrr,1=纷纷扰扰
ffsd,1=非法所得
ffsz,1=凡夫俗子
fftq,1=奋发图强
fftt,1=服服帖帖
ffvx,1=非分之想
ffvy,1=肺腑之言
ffwi,1=反复无常
ffxu,1=奋发向上
ffyy,1=风风雨雨
ffzz,1=贩夫走卒
fgak,1=富贵安康
fgbr,1=富贵逼人
fgby,1=富贵不能淫
fgfl,1=发光发亮
fgiu,1=飞鸽传书
fgju,1=房管局
fgld,1=反过来
fgly,1=浮光掠影
fgrh,1=富贵荣华
fgwj,1=丰功伟绩
fgwt,1=法国梧桐
fgwx,1=风光无限
fgxx,1=反戈相向
fgxy,1=封官许愿
fgyn,1=风光旖旎
fgzj,1=放歌纵酒
fgzt,1=富贵在天
fgzw,1=反躬自问
fgzx,1=反躬自省
fhgu,1=放虎归山
fhjd,1=风华绝代
fhlj,1=繁华落尽
fhlp,1=废话连篇
fhlv,1=峰回路转
