aaba,1=阿爸
bhqy,1=不合群
bhre,1=不好惹
bhrf,1=帮人
bhse,1=绑
bhsj,1=保护伞
bhsr,1=不划算
bhtf,1=塝
bhuf,1=磅
bhuh,1=榜上
bhui,1=不合适
bhuo,1=不好说
bhuy,1=不合时宜
bhuz,1=帮手
bhve,1=帮着
bhvn,1=不惑之年
bhvt,1=抱恨终天
bhvu,1=帮助
bhvy,1=百花争艳
bhwf,1=玤
bhwi,1=变幻无常
bhwj,1=傍晚
bhwq,1=变化无穷
bhxk,1=保护性
bhxp,1=冰魂雪魄
bhxs,1=帮凶
bhyf,1=谤
bhyh,1=榜样
bhyj,1=榜眼
bhys,1=不好意思
bhzd,1=绑在
bhzi,1=棒子
bian,1=彼岸
biat,1=鲾
bibb,1=毖
bibd,1=必败
bibe,1=邲
bibh,1=臂膀
bibi,1=比比
bibj,1=罢黜百家
bibk,1=弊病
bibl,1=痹
bibn,1=不吵不闹
bibo,1=碧波
bibt,1=坒
bibu,1=毕
bibv,1=把持不住
bibw,1=必备
biby,1=百吃不厌
bicb,1=蓖
bici,1=彼此
bicu,1=薜
bicw,1=蔽
bicz,1=荸
bidb,1=泌
bidc,1=弊
bidd,1=笔袋
bide,1=必得
bidg,1=壁灯
bidk,1=必定
bidl,1=濞
bidm,1=滗
bidr,1=弊端
bidu,1=必读
bidv,1=比对
bidw,1=敝
biet,1=陛
bifa,1=笔法
biff,1=比分
bifg,1=避风
bifh,1=比方
bify,1=不成方圆
bigb,1=百尺竿头更进一步
bigg,1=弼
bigh,1=百川归海
bigj,1=笔杆
bigl,1=避光
bigr,1=闭关
bigt,1=百尺竿头
bigu,1=髀
bigv,1=壁柜
bihb,1=秘
bihd,1=碧海
bihe,1=闭合
bihl,1=不差毫厘
biho,1=避祸
bihu,1=庇护
bihv,1=避讳
bihx,1=笔画
bihy,1=逼婚
biiy,1=彼
bijb,1=逼近
biji,1=笔记
bijk,1=毕竟
bijl,1=必将
bijm,1=鼻尖
bijn,1=比较
bijq,1=必究
bijr,1=闭卷
bijv,1=别出机杼
bijx,1=备尝艰辛
bijy,1=不成敬意
bikb,1=吡
bikd,1=避开
bike,1=鄙
bikj,1=必看
bikr,1=赑
biks,1=鼻孔
biku,1=哔
bikz,1=闭口
bile,1=毙了
bili,1=比例
bilj,1=碧蓝
bill,1=鼻梁
biln,1=拔出萝卜带出泥
bilu,1=笔录
bilv,1=比率
bilw,1=壁垒
bimc,1=鼻毛
bimf,1=闭门
bimj,1=鞭长莫及
bimk,1=笔名
bimm,1=避免
bimo,1=笔墨
bimu,1=闭幕
bimw,1=比美
binb,1=妣
bini,1=比拟
binj,1=避难
binu,1=婢
binv,1=婢女
bipb,1=比拼
bipj,1=币
bipo,1=逼迫
bipu,1=裨
bipv,1=匕
biqi,1=比起
biql,1=鼻腔
biqq,1=壁球
biqt,1=狴
biqw,1=不成其为
birb,1=佖
birf,1=鄙人
birh,1=避让
birj,1=必然
biru,1=比如
bisa,1=比萨
bisd,1=比赛
bise,1=闭塞
bisi,1=必死
bisl,1=不出所料
bitc,1=笔套
bite,1=比特
biti,1=鼻涕
bitk,1=笔挺
bitl,1=畀
bitt,1=不成体统
bitz,1=鼻头
biua,1=必杀
biug,1=必胜
biuh,1=闭上
biui,1=鄙视
biun,1=嬖
biuo,1=臂
biur,1=贲
biut,1=壁
biuu,1=避暑
biuv,1=避税
biuy,1=笔顺
biuz,1=匕首
bivb,1=篦
bivc,1=比照
bivd,1=逼债
bive,1=闭着
bivf,1=逼真
bivg,1=必争
bivh,1=臂章
bivi,1=壁纸
bivl,1=箅
bivm,1=笔
bivs,1=比重
bivt,1=不吃这一套
bivu,1=筚
biwb,1=珌
biwf,1=逼问
biwj,1=臂弯
biwt,1=不成问题
biwu,1=比武
biwy,1=觱
bixb,1=笔芯
bixc,1=别出心裁
bixh,1=报仇雪恨
bixi,1=鼻息
bixk,1=笔形
bixm,1=避嫌
bixp,1=辟邪
bixq,1=必修
bixr,1=必选
bixt,1=鼻血
bixu,1=必须
bixw,1=不耻下问
bixx,1=陛下
bixy,1=觱
biyb,1=鼻音
biyc,1=必要
biye,1=毕业
biyi,1=鄙夷
biyj,1=闭眼
biyr,1=不齿于人
biys,1=不吃羊肉惹身臊
biyu,1=比喻
biyy,1=避孕
biyz,1=必有
bizi,1=鼻子
bizl,1=鼻
bizo,1=比作
bizt,1=逼
bizu,1=鼻祖
bizv,1=闭嘴
bizz,1=逼走
bjan,1=办案
bjbd,1=半百
bjbf,1=版本
bjbi,1=半壁
bjbj,1=斑斑
bjbk,1=搬兵
bjbl,1=半斤八两
bjbm,1=半边
bjbo,1=斑驳
bjbr,1=颁
bjbs,1=不见不散
bjbu,1=颁布
bjbw,1=癍
bjbx,1=不疾不徐
bjby,1=瘢
bjbz,1=不骄不躁
bjcd,1=板材
bjch,1=半仓
bjci,1=班次
bjcs,1=饱经沧桑
bjdc,1=搬到
bjde,1=不见得
bjdg,1=板凳
bjdi,1=班底
bjdj,1=不计代价
bjdl,1=不记得了
bjdm,1=斑点
bjdn,1=不减当年
bjdr,1=半段
bjds,1=搬动
bjdu,1=伴读
bjdx,1=北京大学
bjdy,1=湴
bjel,1=比肩而立
bjev,1=不教而诛
bjey,1=比较而言
bjez,1=不胫而走
bjfa,1=办法
bjfb,1=拌
bjfd,1=扮
bjff,1=半分
bjfi,1=宝剑锋从磨砺出
bjfq,1=不解风情
bjfu,1=饱经风霜
bjfy,1=扳
bjgb,1=靽
bjge,1=半个
bjgl,1=不见棺材不落泪
bjgs,1=办公
bjgv,1=版规
bjgx,1=白驹过隙
bjhc,1=办好
bjhf,1=瘢痕
bjhh,1=保驾护航
bjhj,1=半酣
bjhx,1=版画
bjie,1=班车
bjig,1=办成
bjih,1=半场
bjij,1=班禅
bjiu,1=搬出
bjjb,1=半斤
bjji,1=班级
bjjk,1=半径
bjjl,1=颁奖
bjjn,1=半角
bjjp,1=半截
bjjq,1=斑鸠
bjju,1=半句
bjjv,1=不见经传
bjjx,1=搬家
bjjy,1=钣
bjkd,1=搬开
bjkk,1=版块
bjkl,1=不积跬步无以至千里
bjks,1=半空
bjku,1=扮酷
bjld,1=办
bjle,1=不见了
bjlh,1=伴郎
bjli,1=办理
bjlj,1=斑斓
bjlk,1=冰激凌
bjlo,1=半裸
bjlu,1=半路
bjlv,1=伴侣
bjlx,1=背井离乡
bjly,1=保加利亚
bjma,1=斑马
bjmb,1=柈
bjmd,1=不结盟运动
bjmg,1=不结盟
bjmm,1=版面
bjmz,1=不讲面子
bjni,1=比基尼
bjnl,1=伴娘
bjnm,1=半年
bjns,1=搬弄
bjoy,1=昄
bjpb,1=保健品
bjpd,1=半拍
bjpk,1=半瓶
bjpn,1=半票
bjpw,1=般配
bjpy,1=版
bjqm,1=搬迁
bjqq,1=并驾齐驱
bjqr,1=版权
bjqu,1=不计其数
bjqx,1=不计前嫌
bjrb,1=伴
bjrc,1=不仅如此
bjri,1=半日
bjrj,1=不尽然
bjrq,1=不近人情
bjru,1=不久人世
bjry,1=不尽人意
bjsb,1=绊
bjsc,1=悲剧色彩
bjsi,1=半死
bjsl,1=不见森林
bjss,1=不假思索
bjst,1=巴基斯坦
bjsv,1=伴随
bjtm,1=半天
bjto,1=办妥
bjtr,1=不见天日
bjts,1=半桶
bjtu,1=半途
bjty,1=不见兔子不撒鹰
bjuf,1=半身
bjug,1=半生
bjuh,1=班上
bjui,1=办事
bjuj,1=半山
bjuq,1=杯酒释兵权
bjuu,1=半数
bjuv,1=版税
bjux,1=北京师范大学
bjuz,1=扳手
bjvd,1=必经之地
bjvg,1=办证
bjvh,1=班长
bjvj,1=败军之将
bjvl,1=必经之路
bjvm,1=百家争鸣
bjvr,1=搬砖
bjvt,1=不经之谈
bjvu,1=版主
bjvx,1=不见真佛不烧香
bjvy,1=不解之缘
bjwf,1=斑纹
bjwg,1=保家卫国
bjwj,1=办完
bjwm,1=不尽完美
bjwu,1=伴舞
bjww,1=斑
bjxj,1=不拘小节
bjxk,1=颁行
bjxl,1=扮相
bjxm,1=半仙
bjxt,1=不尽相同
bjya,1=板鸭
bjyd,1=败局已定
bjye,1=半夜
bjyg,1=别具一格
bjyh,1=不久以后
bjyi,1=搬移
bjyj,1=扮演
bjyq,1=不讲义气
bjyr,1=半圆
bjyt,1=半月
bjyv,1=不经一事不长一智
bjyy,1=搬运
bjzi,1=班子
bjzo,1=扮作
bjzt,1=不进则退
bjzu,1=班组
bjzv,1=拌嘴
bjzz,1=伴奏
bkan,1=并案
bkbb,1=病
bkbc,1=冰雹
bkbd,1=兵败
bkbe,1=邴
bkbh,1=冰棒
bkbk,1=冰冰
bkbm,1=病变
bkbu,1=并不
bkby,1=百看不厌
bkcy,1=并存
bkdc,1=冰岛
bkdd,1=不可多得
bkdg,1=冰灯
bkdm,1=冰点
bkdn,1=冰雕
bkds,1=冰冻
bkdu,1=病毒
bkev,1=不可遏制
bkfa,1=兵法
bkfg,1=冰封
bkfh,1=病房
bkfk,1=摒
bkfr,1=不可否认
bkfw,1=并非
bkgc,1=禀告
bkgf,1=病根
bkgj,1=饼干
bkgl,1=不可估量
bkgr,1=不可告人
bkgs,1=秉公
bkgu,1=病故
bkgv,1=冰柜
bkgy,1=冰棍
bkgz,1=并购
bkhb,1=炳
bkhc,1=病号
bkhd,1=病害
bkhe,1=冰河
bkhq,1=不可或缺
bkhr,1=病患
bkhu,1=不堪回首
bkib,1=蛃
bkig,1=秉承
bkii,1=秉持
bkil,1=病床
bkir,1=冰川
bkiu,1=摒除
bkjb,1=并进
bkjd,1=不可兼得
bkji,1=并击
bkjl,1=并将
bkjm,1=并肩
bkjn,1=冰窖
bkjq,1=并就
bkju,1=病句
bkjx,1=病假
bkjy,1=病菌
bkke,1=并可
bkkj,1=不可开交
bkkk,1=冰块
bkkz,1=并口
bkle,1=病了
bklg,1=冰冷
bklh,1=槟榔
bkli,1=病例
bkll,1=冰凉
bklm,1=并联
bklp,1=并列
bklv,1=不考虑
bkly,1=不可理喻
bkma,1=兵马
bkmb,1=百口莫辩
bkmk,1=禀明
bkmm,1=不可磨灭
bkmo,1=病魔
bkmv,1=不可名状
bkmw,1=并没
bknb,1=不可能吧
bknd,1=不可能的
bkng,1=不可能
bkob,1=昺
bkpd,1=并排
bkpf,1=不可偏废
bkpn,1=秉
bkpu,1=不靠谱
bkqb,1=兵
bkqi,1=兵器
bkqj,1=不可企及
bkqk,1=病情
bkqp,1=并且
bkqq,1=冰球
bkqr,1=兵权
bkqu,1=百科全书
bkre,1=不堪入耳
bkrf,1=病人
bkrm,1=不堪入目
bkrs,1=病容
bkru,1=并入
bkry,1=宾客如云
bksi,1=病死
bksm,1=不看僧面看佛面
bksy,1=不可思议
bkta,1=病榻
bktd,1=病态
bkth,1=冰糖
bktr,1=兵团
bkts,1=病痛
bktv,1=病退
bkty,1=不可同日而语
bkuh,1=冰上
bkui,1=病逝
bkuj,1=冰山
bkuk,1=屏
bkul,1=冰霜
bkum,1=别开生面
bkuu,1=兵书
bkuv,1=冰水
bkux,1=不堪设想
bkvf,1=不堪重负
bkvg,1=病症
bkvm,1=不可捉摸
bkvs,1=兵种
bkwu,1=并无
bkww,1=并未
bkwx,1=禀
bkxb,1=不开心
bkxi,1=屏息
bkxk,1=并行
bkxl,1=冰箱
bkxp,1=冰鞋
bkxq,1=病休
bkxt,1=冰雪
bkxw,1=不可信其无
bkxx,1=不可想象
bkyb,1=病因
bkyd,1=不可以的
bkyi,1=不可言传
bkyj,1=不堪一击
bkyk,1=兵营
bkym,1=不可以吗
bkys,1=并用
bkyu,1=并于
bkyv,1=不可言状
bkyy,1=不可言喻
bkyz,1=并有
bkzc,1=不可造次
bkzd,1=并在
bkzi,1=饼子
blbj,1=波澜不惊
blbl,1=不伦不类
blbo,1=白萝卜
blbq,1=不离不弃
blbr,1=不冷不热
blbx,1=奔流不息
blby,1=表里不一
blcd,1=不理睬
blcj,1=不吝赐教
bldh,1=波罗的海
bldi,1=白兰地
bldm,1=便利店
bldx,1=薄利多销
bleh,1=不劳而获
blfl,1=别浪费了
blfm,1=不露锋芒
blfv,1=拨乱反正
blfw,1=别浪费
blfy,1=不良反应
blgv,1=巴拉圭
blhv,1=博览会
blig,1=百炼成钢
blih,1=鬓乱钗横
blij,1=半路出家
blix,1=兵临城下
bliy,1=碧螺春
bljd,1=兵来将挡
bljj,1=濒临绝境
bljl,1=不良记录
bljp,1=不了解
blju,1=本来就是
bljy,1=八路军
blkd,1=不离开
blkf,1=暴力抗法
blkj,1=不落窠臼
blle,1=不聊了
blll,1=筚路蓝缕
bllv,1=不了了之
blmf,1=爆冷门
blmi,1=菠萝蜜
blmm,1=本来面目
blpb,1=舶来品
blpu,1=步履蹒跚
blqm,1=不留情面
blqq,1=保龄球
blqr,1=壁立千仞
blqu,1=博览群书
blrd,1=病来如山倒
blry,1=表里如一
blse,1=布鲁塞尔
blst,1=巴勒斯坦
blsy,1=壁垒森严
blth,1=白里透红
bltu,1=柏拉图
blty,1=百里挑一
blui,1=比利时
blus,1=不露声色
blvf,1=避雷针
blvj,1=不吝指教
blvk,1=波澜壮阔
blvt,1=别来这一套
blwi,1=逼良为娼
blwj,1=步履维艰
blwu,1=芭蕾舞
blwx,1=包罗万象
blwy,1=别来无恙
blxn,1=半老徐娘
blyd,1=不留余地
blyu,1=不利于
blyw,1=本来以为
blzi,1=不良资产
blzu,1=布朗族
bmac,1=鳊
bmbb,1=不明不白
bmbc,1=编报
bmbd,1=辩白
bmbm,1=便便
bmbo,1=辩驳
bmbp,1=辨别
bmbu,1=遍布
bmcb,1=苄
bmcc,1=萹
bmcd,1=辩才
bmce,1=鞭策
bmci,1=辩词
bmcj,1=便餐
bmda,1=变大
bmdb,1=汴
bmdc,1=编导
bmde,1=变得
bmdh,1=便当
bmdi,1=遍地
bmdj,1=扁担
bmdk,1=编订
bmdn,1=变调
bmds,1=变动
bmdv,1=编队
bmdx,1=卞
bmdz,1=扁豆
bmee,1=匾额
bmeh,1=不谋而合
bmfa,1=变法
bmfb,1=抃
bmfg,1=边锋
bmfh,1=边防
bmfj,1=便饭
bmfu,1=蝙蝠
bmge,1=变革
bmgg,1=变更
bmgr,1=边关
bmgu,1=变故
bmgx,1=变卦
bmhc,1=编号
bmhk,1=变坏
bmhr,1=变换
bmhu,1=辩护
bmhv,1=便会
bmhx,1=变化
bmia,1=变差
bmic,1=蝙
bmie,1=便车
bmig,1=变成
bmih,1=变长
bmii,1=鞭笞
bmiv,1=边陲
bmji,1=编辑
bmjk,1=边境
bmjl,1=边疆
bmjm,1=边检
bmjn,1=变焦
bmjp,1=便捷
bmju,1=编剧
bmkc,1=匾
bmke,1=便可
bmkf,1=贬
bmkk,1=变快
bmkl,1=边框
bmlc,1=变老
bmle,1=变了
bmlf,1=八面来风
bmlg,1=变冷
bmli,1=便利
bmll,1=变量
bmlm,1=变脸
bmlu,1=辫
bmly,1=辩论
bmma,1=编码
bmmb,1=便民
bmmc,1=边贸
bmmd,1=变卖
bmmf,1=边门
bmmi,1=便秘
bmmj,1=变慢
bmmk,1=辨明
bmnf,1=班门弄斧
bmnm,1=本命年
bmnn,1=便溺
bmnr,1=变暖
bmnu,1=不瞒你说
bmnw,1=编内
bmoc,1=昪
bmpb,1=变频
bmpc,1=鞭炮
bmpd,1=编排
bmpj,1=变盘
bmpk,1=扁平
bmql,1=变强
bmqm,1=变迁
bmqt,1=扁鹊
bmqu,1=编曲
bmqv,1=不谋其政
bmqx,1=边卡
bmrf,1=辨认
bmrg,1=便
bmru,1=编入
bmsc,1=弁
bmsd,1=边塞
bmse,1=变色
bmsg,1=闭门思过
bmsu,1=变速
bmsy,1=贬损
bmta,1=鞭挞
bmtd,1=变态
bmti,1=变体
bmtm,1=变天
bmtn,1=便条
bmts,1=变通
bmuc,1=碥
bmuf,1=变身
bmuh,1=边上
bmui,1=辨识
bmuk,1=表面上看
bmuu,1=变数
bmvc,1=变招
bmvd,1=不毛之地
bmve,1=编者
bmvf,1=变阵
bmvg,1=辩证
bmvh,1=不买账
bmvi,1=编制
bmvl,1=便装
bmvr,1=编撰
bmvs,1=变种
bmvu,1=编著
bmvv,1=百忙之中
bmvx,1=不明真相
bmvy,1=笔墨纸砚
bmvz,1=北美洲
bmwd,1=编外
bmwf,1=八面威风
bmwu,1=编舞
bmwv,1=表面文章
bmww,1=变为
bmwy,1=变
bmwz,1=白马王子
bmxb,1=变心
bmxi,1=宝马香车
bmxk,1=变形
bmxl,1=变相
bmxm,1=变现
bmxn,1=变小
bmxp,1=编写
bmxq,1=编修
bmxx,1=表面现象
bmya,1=变压
bmyb,1=编印
bmye,1=遍野
bmyh,1=变样
bmyi,1=编译
bmyj,1=边沿
bmyq,1=不名一钱
bmyr,1=边缘
bmys,1=兵马俑
bmyu,1=便于
bmyw,1=不名一文
bmyz,1=便有
bmzc,1=编造
bmzi,1=辫子
bmzl,1=边
bmzo,1=变作
bmzr,1=编纂
bmzu,1=编组
bmzy,1=不鸣则已
bnax,1=鳔
bnba,1=标靶
bnbd,1=表白
bnbf,1=标本
bnbh,1=标榜
bnbk,1=标兵
bnbn,1=不男不女
bnbx,1=瘭
bnby,1=百年不遇
bncg,1=表层
bnch,1=藨
bncx,1=蔈
bnda,1=表达
bndd,1=表带
bndh,1=瀌
bndi,1=表弟
bndj,1=表单
bndm,1=标点
bndu,1=本年度
bnfj,1=不耐烦
bnfx,1=摽
bnfy,1=表
bnge,1=表格
bngj,1=标杆
bngs,1=表功
bngu,1=表姑
bnhh,1=百年好合
bnhj,1=彪悍
bnhp,1=彪
bnhu,1=裱糊
bnhx,1=熛
bnie,1=飙车
bnif,1=百鸟朝凤
bnii,1=标尺
bniu,1=标出
bnje,1=不念旧恶
bnjh,1=镳
bnji,1=标记
bnjp,1=表姐
bnjq,1=表舅
bnjs,1=飑
bnjt,1=表决
bnju,1=镖局
bnjx,1=标价
bnki,1=不难看出
bnli,1=表里
bnlm,1=表链
bnlu,1=表露
bnma,1=巴拿马
bnmk,1=表明
bnmm,1=表面
bnmu,1=杓
bnmw,1=表妹
bnmx,1=骠
bnnw,1=表内
bnny,1=百年难遇
bnox,1=膘
bnoy,1=脿
bnpd,1=标牌
bnpi,1=表皮
bnpw,1=标配
bnpy,1=裱
bnqb,1=表亲
bnqk,1=表情
bnql,1=标枪
bnqm,1=标签
bnqx,1=飙
bnrh,1=儦
bnry,1=俵
bnsc,1=表嫂
bnsy,1=饱暖思淫欲
bntd,1=表态
bnti,1=标题
bntz,1=表头
bnuf,1=表婶
bnug,1=飙升
bnui,1=表示
bnuk,1=表率
bnuu,1=表述
bnvf,1=表针
bnvg,1=表征
bnvh,1=表彰
bnvi,1=标志
bnvu,1=标注
bnvy,1=标准
bnwd,1=表外
bnxf,1=笨鸟先飞
bnxk,1=表形
bnxl,1=表象
bnxm,1=表现
bnxs,1=表兄
bnxx,1=不难想象
bnye,1=表页
bnyh,1=表扬
bnyj,1=表演
bnyu,1=标语
bnyz,1=标有
bnzb,1=不能自拔
bnzi,1=婊子
bnzy,1=不能自已
boab,1=鲌
boai,1=博爱
boar,1=僰
bobc,1=播报
bobj,1=帛
bobk,1=薄冰
bobo,1=伯伯
bocc,1=薄
bocd,1=菠菜
boct,1=蕃
bocy,1=菠
boda,1=拨打
bodb,1=泊
bodc,1=波导
bode,1=博得
bodl,1=渤
bodn,1=剥掉
bodo,1=剥夺
bodr,1=波段
bods,1=波动
body,1=波
bodz,1=搏斗
boen,1=波恩
boet,1=嶓
bofa,1=播发
bofc,1=搏
bofd,1=拨
bofh,1=播放
boft,1=播
bofu,1=拨付
bogg,1=脖颈
bogl,1=剥光
bohc,1=拨号
bohd,1=渤海
bohe,1=薄荷
bohv,1=驳回
bohw,1=波黑
bohz,1=馞
boie,1=泊车
boih,1=波长
boii,1=驳斥
boiu,1=播出
bojb,1=钵
bojc,1=镈
bojd,1=钹
boji,1=波及
bojn,1=跛脚
bojq,1=薄酒
bojt,1=伯爵
bojy,1=𬭛
bokd,1=拨开
boke,1=博客
bokr,1=拨款
boky,1=啵
bokz,1=哱
bolb,1=柏林
bold,1=卜
bole,1=伯乐
bolh,1=波浪
boli,1=玻璃
bolj,1=波澜
bolo,1=菠萝
bomb,1=柏
bomk,1=搏命
bomm,1=薄面
bomu,1=伯母
bomx,1=驳
bomz,1=桲
bons,1=拨弄
booc,1=膊
booz,1=脖
bopd,1=袯
bopi,1=剥皮
boqi,1=勃起
boqk,1=薄情
boqu,1=博取
borb,1=伯
bore,1=般若
boro,1=薄弱
bosa,1=播撒
bosi,1=波斯
boss,1=播送
botc,1=波涛
bots,1=拨通
boua,1=搏杀
boub,1=砵
bouc,1=礴
boui,1=博士
boul,1=勃
boum,1=檗
boun,1=鹁
bouu,1=擘
bouz,1=饽
bovb,1=舶
bovc,1=簿
boed,1=剥
bove,1=波折
bovs,1=播种
bovy,1=簸
bowf,1=波纹
bowq,1=亳
boww,1=泊位
bowy,1=玻
boxk,1=波形
boxt,1=剥削
boxx,1=剥下
boyb,1=播音
boyi,1=博弈
boyk,1=播映
bozi,1=脖子
bozk,1=踣
bozu,1=跛足
bozy,1=跛
bpba,1=别把
bpbb,1=瘪
bpbh,1=不怕不识货
bpby,1=不偏不倚
bpda,1=鳖
bpde,1=别的
bpdr,1=蹩
bpds,1=别动
bpdx,1=憋
bpdz,1=别逗
bpgo,1=别国
bpgr,1=别管
bphc,1=别号
bphg,1=不平衡
bphl,1=别慌
bphz,1=别后
bpic,1=别吵
bpig,1=别称
bpiu,1=别处
bpji,1=别急
bpjn,1=蹩脚
bpjx,1=别家
bpkd,1=别
bpke,1=别克
bpkj,1=别看
bpku,1=别哭
bpld,1=别来
bple,1=别了
bpli,1=别离
bplj,1=杯盘狼藉
bply,1=别论
bpmf,1=憋闷
bpmh,1=别忙
bpmk,1=别名
bpmu,1=不怕没柴烧
bpnc,1=别闹
bpnq,1=别扭
bpns,1=别弄
bppa,1=别怕
bppc,1=别跑
bppg,1=别碰
bpqi,1=憋气
bpqu,1=别去
bprf,1=别人
bprh,1=别让
bpsi,1=憋死
bpsj,1=瘪三
bpti,1=别提
bpua,1=别傻
bpuh,1=别上
bpuo,1=别说
bpuu,1=别墅
bpuz,1=别手
bpve,1=憋着
bpvf,1=别针
bpvi,1=别致
bpvr,1=别传
bpwf,1=别问
bpwh,1=别忘
bpww,1=别为
bpxl,1=别想
bpxn,1=别笑
bpyh,1=别样
bpys,1=别用
bpyt,1=白跑一趟
bpyw,1=不怕一万
bpyy,1=不怕一万，就怕万一
bpzd,1=别再
bpzi,1=别字
bpzu,1=憋足
bpzz,1=别走
bqau,1=不欺暗室
bqbi,1=不清不楚
bqbn,1=不屈不挠
bqdk,1=不确定
bqdx,1=不确定性
bqev,1=不期而至
bqey,1=不期而遇
bqgy,1=毕其功于一役
bqiu,1=不清楚
bqlb,1=冰淇淋
bqlv,1=鼻青脸肿
bqmv,1=兵强马壮
bqnu,1=屏气凝神
bqrf,1=不求人
bqrq,1=避其锐气
bqsy,1=版权所有
bqtm,1=包青天
bquj,1=不切实际
bqut,1=搬起石头
bqvq,1=不情之请
bqyg,1=不求有功
bqyj,1=冰清玉洁
bqzl,1=不请自来
bqzy,1=不起作用
brbs,1=勃然变色
brby,1=不仁不义
brde,1=不认得
brdh,1=不然的话
brdn,1=勃然大怒
brfu,1=不容分说
brgh,1=病入膏肓
brhi,1=步人后尘
brhu,1=不容忽视
brhx,1=不入虎穴
brhz,1=不入虎穴，焉得虎子
brlg,1=不容乐观
brmg,1=白日梦
brmq,1=被人卖了还帮着数钱
brqi,1=哺乳期
brtw,1=不如退而结网
brui,1=不认识
brum,1=不辱使命
bruo,1=不如说
brvg,1=步入正轨
brvh,1=不容置喙
brvu,1=不忍直视
brvy,1=不容置疑
brxj,1=兵戎相见
brxk,1=包容性
brxq,1=不容小觑
bryi,1=不容易
bryj,1=不如意事常八九
bryu,1=不容有失
brzd,1=不忍卒读
brzm,1=白日做梦
bsbh,1=半死不活
bsbj,1=百思不解
bsbs,1=不三不四
bsbx,1=不死不休
bshg,1=不思悔改
bsjq,1=不思进取
bskb,1=白色恐怖
bsln,1=巴塞罗那
bsls,1=变色龙
bsny,1=波斯尼亚
bsrq,1=比死人多口气
bsuu,1=不算数
bsvk,1=不速之客
bswj,1=波斯湾
bswy,1=必死无疑
bsxb,1=不死心
btbj,1=半推半就
btbk,1=不吐不快
btbn,1=笨头笨脑
btby,1=不痛不痒
btdj,1=八抬大轿
btdl,1=白头到老
btdr,1=不同的人
btds,1=不太懂
btdu,1=不停的说
btef,1=半途而废
btfa,1=白头发
btfs,1=不同凡俗
btfx,1=不同凡响
bthc,1=不太好
bthl,1=冰糖葫芦
bthy,1=白天黑夜
btid,1=不同程度
btih,1=不提倡
btiu,1=不同程度上
btjm,1=不推荐
btkn,1=不太可能
btle,1=拜托了
btlj,1=不太了解
btlq,1=不听老人言，吃亏在眼前
btlu,1=遍体鳞伤
btlx,1=不太理想
btly,1=不听老人言
btmb,1=不太明白
btmk,1=半透明
btmr,1=悲天悯人
btqi,1=不太清楚
btqr,1=趵突泉
btrl,1=暴跳如雷
btti,1=扁桃体
bttk,1=抱头痛哭
bttw,1=暴殄天物
btuc,1=抱头鼠窜
btuh,1=遍体生寒
btuv,1=半桶水
btvi,1=不同之处
btvj,1=不同政见
btwg,1=白头翁
btxd,1=冰天雪地
btxi,1=不同寻常
btxl,1=白头偕老
btxy,1=波涛汹涌
btyb,1=不提也罢
btyi,1=不同意
btyj,1=悲痛欲绝
btyu,1=不同于
btyy,1=不太一样
buad,1=不
buan,1=不安
buba,1=不是吧
bubd,1=不败
bubf,1=不笨
bubi,1=不必
bubj,1=补办
bubk,1=步兵
bubl,1=百试百灵
bubm,1=不变
bubs,1=半身不遂
bubu,1=半生不熟
bubw,1=不备
bubx,1=不声不响
buby,1=比上不足，比下有余
bubz,1=比上不足
buce,1=不测
bucg,1=不曾
buch,1=补仓
buci,1=不辞
buco,1=不错
buda,1=不大
budc,1=不到
budd,1=布袋
bude,1=不得
budg,1=不等
budh,1=不当
budi,1=不敌
budj,1=不但
budk,1=补丁
budn,1=步调
budo,1=不多
budr,1=不断
buds,1=不懂
budv,1=不对
budz,1=不都
buee,1=不饿
buer,1=不二
bufa,1=步伐
buff,1=部分
bufh,1=不妨
bufj,1=不凡
bufn,1=𬷕
bufu,1=不符
bufw,1=不菲
bufy,1=饱受非议
bugc,1=不高
bugd,1=不该
bugf,1=不跟
bugj,1=不敢
bugk,1=不怪
bugl,1=不光
bugo,1=不过
bugr,1=不管
bugs,1=不公
bugu,1=不顾
bugv,1=不贵
bugw,1=不给
bugx,1=卜卦
bugz,1=不够
buhc,1=不好
buhd,1=不识好歹
buhe,1=不和
buhf,1=不很
buhi,1=班师回朝
buhj,1=不含
buhk,1=不坏
buhl,1=不慌
buho,1=捕获
buhr,1=不还
buhu,1=白山黑水
buhv,1=不会
buhx,1=不识好人心
buia,1=不差
buid,1=不是吃素的
buig,1=不成
buih,1=补偿
buii,1=不迟
buis,1=补充
buiu,1=办事处
buix,1=杯水车薪
buiz,1=不愁
buja,1=备受煎熬
bujb,1=不仅
buji,1=不急
bujk,1=布景
bujl,1=不胜酒力
bujm,1=部件
bujp,1=不解
bujq,1=不久
bujt,1=不觉
buju,1=布局
bujx,1=避实就虚
bukb,1=卟
bukc,1=补考
buke,1=补课
bukf,1=不肯
bukh,1=宝山空回
bukj,1=不堪
bukk,1=不快
bukl,1=百事可乐
buks,1=布控
buku,1=不哭
bukv,1=不愧
bulc,1=捕捞
buld,1=不来
bule,1=不说了
bulg,1=不冷
buli,1=不理
bulj,1=补篮
bulk,1=不灵
bull,1=不良
bulm,1=不识庐山真面目
buln,1=不料
